LOC126304650|NW_026061732.1:278594-280634|-	2041	gi|2284197262|ref|XM_049991822.1|	7010	100.000	821	40	0.0	1481	PREDICTED: Schistocerca gregaria uncharacterized LOC126304650 (LOC126304650), transcript variant X1, mRNA
LOC126304650|NW_026061732.1:278594-280634|-	2041	gi|2284197262|ref|XM_049991822.1|	7010	100.000	745	37	0.0	1344	PREDICTED: Schistocerca gregaria uncharacterized LOC126304650 (LOC126304650), transcript variant X1, mRNA
LOC126304650|NW_026061732.1:278594-280634|-	2041	gi|2284197264|ref|XM_049991823.1|	7010	100.000	821	40	0.0	1481	PREDICTED: Schistocerca gregaria uncharacterized LOC126304650 (LOC126304650), transcript variant X2, mRNA
LOC126304650|NW_026061732.1:278594-280634|-	2041	gi|2284197264|ref|XM_049991823.1|	7010	100.000	745	37	0.0	1344	PREDICTED: Schistocerca gregaria uncharacterized LOC126304650 (LOC126304650), transcript variant X2, mRNA
LOC126304653|NW_026061732.1:217551-221349|+	3799	gi|2284197268|ref|XM_049991825.1|	7010	100.000	2891	76	0.0	5214	PREDICTED: Schistocerca gregaria cyclic GMP-binding protein C-like (LOC126304653), mRNA
LOC126304666|NW_026061732.1:255965-257726|+	1762	gi|2284197294|ref|XM_049991837.1|	7010	100.000	1469	83	0.0	2650	PREDICTED: Schistocerca gregaria uncharacterized LOC126304666 (LOC126304666), mRNA
LOC126304666|NW_026061732.1:255965-257726|+	1762	gi|66804050|ref|XM_630740.1|	352472	65.500	400	23	3.93e-14	95.1	Dictyostelium discoideum AX4 malate dehydrogenase (mdhA) mRNA, complete cds
LOC126304673|NW_026061732.1:290150-291353|-	1204	gi|2284197308|ref|XM_049991844.1|	7010	100.000	399	33	0.0	720	PREDICTED: Schistocerca gregaria SCF ubiquitin ligase complex protein SKP1b-like (LOC126304673), mRNA
LOC126304682|NW_026061732.1:170181-172498|+	2318	gi|2284197330|ref|XM_049991855.1|	7010	100.000	986	43	0.0	1779	PREDICTED: Schistocerca gregaria uncharacterized LOC126304682 (LOC126304682), transcript variant X1, mRNA
LOC126304682|NW_026061732.1:170181-172498|+	2318	gi|2284197332|ref|XR_007553159.1|	7010	100.000	949	41	0.0	1712	PREDICTED: Schistocerca gregaria uncharacterized LOC126304682 (LOC126304682), transcript variant X2, misc_RNA
LOC126304685|NW_026061732.1:239470-241053|-	1584	gi|2284197335|ref|XM_049991857.1|	7010	100.000	497	31	0.0	897	PREDICTED: Schistocerca gregaria F-actin-capping protein subunit alpha-like (LOC126304685), mRNA
LOC126304689|NW_026061732.1:141490-142755|-	1266	gi|2284197345|ref|XM_049991862.1|	7010	100.000	1266	100	0.0	2284	PREDICTED: Schistocerca gregaria actin, plasmodial isoform-like (LOC126304689), mRNA
LOC126304689|NW_026061732.1:141490-142755|-	1266	gi|2035016925|gb|MW962393.1|	7010	100.000	1131	89	0.0	2040	Schistocerca gregaria clone SCH_0001 Actin 1 mRNA, complete cds
LOC126304689|NW_026061732.1:141490-142755|-	1266	gi|2923011705|gb|PQ208518.1|	269710	82.140	1131	89	0.0	1130	Bursaphelenchus cocophilus clone DN73_c0_g1_i2.p1 actin, complete cds
LOC126304689|NW_026061732.1:141490-142755|-	1266	gi|470243687|ref|XM_004355523.1|	261658	81.907	1122	89	0.0	1109	Cavenderia fasciculata actin (act7), partial mRNA
LOC126304689|NW_026061732.1:141490-142755|-	1266	gi|470237523|ref|XM_004350668.1|	261658	81.818	1122	89	0.0	1104	Cavenderia fasciculata actin (act10), partial mRNA
LOC126304689|NW_026061732.1:141490-142755|-	1266	gi|1218265202|ref|XM_001651695.2|	7159	81.547	1138	90	0.0	1101	PREDICTED: Aedes aegypti actin-1-like (LOC5567310), mRNA
LOC126304689|NW_026061732.1:141490-142755|-	1266	gi|2019533141|ref|XM_040434854.1|	8384	81.387	1139	90	0.0	1099	PREDICTED: Bufo bufo actin gamma 1 (ACTG1), mRNA
LOC126304689|NW_026061732.1:141490-142755|-	1266	gi|1160565032|ref|XM_020583308.1|	670386	82.091	1100	87	0.0	1096	Heterostelium album PN500 actin (PPL_12579), partial mRNA
LOC126304689|NW_026061732.1:141490-142755|-	1266	gi|470266101|ref|XM_004361626.1|	261658	81.688	1114	88	0.0	1090	Cavenderia fasciculata uncharacterized protein (DFA_05968), partial mRNA
LOC126304689|NW_026061732.1:141490-142755|-	1266	gi|2802791061|ref|XM_068303176.1|	46794	81.283	1138	90	0.0	1087	PREDICTED: Drosophila tropicalis Actin 5C (Act5C), transcript variant X1, mRNA
LOC126304689|NW_026061732.1:141490-142755|-	1266	gi|2326831896|ref|XM_051889040.1|	7959	81.712	1110	88	0.0	1087	PREDICTED: Ctenopharyngodon idella actin, beta 1 (actb1), mRNA
LOC126304689|NW_026061732.1:141490-142755|-	1266	gi|2802791064|ref|XM_068303178.1|	46794	81.283	1138	90	0.0	1087	PREDICTED: Drosophila tropicalis Actin 5C (Act5C), transcript variant X2, mRNA
LOC126304689|NW_026061732.1:141490-142755|-	1266	gi|470237391|ref|XM_004350602.1|	261658	81.462	1122	89	0.0	1086	Cavenderia fasciculata actin (DFA_11706), partial mRNA
LOC126304689|NW_026061732.1:141490-142755|-	1266	gi|406717745|emb|HE598750.1|	1089207	84.258	991	78	0.0	1086	Amoebozoa sp. SZA 37 partial actin gene, isolate SZA 37
