"gene_id","diet","direction","padj","log2FoldChange","Selection","Preferred_name","Description","GOs","KEGG_ko","KEGG_Pathway","PFAMs","curated_annotation_text","Functional_theme","DEG_diet_count","DEG_diets","DEG_direction_summary","min_padj","max_abs_lfc","DEG_class","vst_variance"
"LOC126335547",NA,NA,NA,NA,"Functional candidate","-","Belongs to the serpin family","GO:0002682,GO:0002683,GO:0003674,GO:0004857,GO:0004866,GO:0004867,GO:0005575,GO:0005576,GO:0005615,GO:0006950,GO:0008150,GO:0009611,GO:0009892,GO:0010466,GO:0010605,GO:0010951,GO:0019222,GO:0030162,GO:0030234,GO:0030414,GO:0031323,GO:0031324,GO:0031347,GO:0031348,GO:0032268,GO:0032269,GO:0035007,GO:0035009,GO:0043086,GO:0043455,GO:0044092,GO:0044421,GO:0045088,GO:0045824,GO:0045861,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0050776,GO:0050777,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0051336,GO:0051346,GO:0052547,GO:0052548,GO:0060255,GO:0061134,GO:0061135,GO:0065007,GO:0065009,GO:0080090,GO:0080134,GO:0098772","ko:K13963","ko05146,map05146","Serpin","- Belongs to the serpin family GO:0002682,GO:0002683,GO:0003674,GO:0004857,GO:0004866,GO:0004867,GO:0005575,GO:0005576,GO:0005615,GO:0006950,GO:0008150,GO:0009611,GO:0009892,GO:0010466,GO:0010605,GO:0010951,GO:0019222,GO:0030162,GO:0030234,GO:0030414,GO:0031323,GO:0031324,GO:0031347,GO:0031348,GO:0032268,GO:0032269,GO:0035007,GO:0035009,GO:0043086,GO:0043455,GO:0044092,GO:0044421,GO:0045088,GO:0045824,GO:0045861,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0050776,GO:0050777,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0051336,GO:0051346,GO:0052547,GO:0052548,GO:0060255,GO:0061134,GO:0061135,GO:0065007,GO:0065009,GO:0080090,GO:0080134,GO:0098772 ko:K13963 ko05146,map05146 Serpin","Immune-related",3,"33, 50, 83","Higher in infected",4.96036548141388e-12,2.95281015275841,"DEG",1.12555324580569
"LOC126331066",NA,NA,NA,NA,"Functional candidate","-","Immunoglobulin","-","-","-","I-set,Ig_3,TIR","- Immunoglobulin - - - I-set,Ig_3,TIR","Immune-related",2,"33, 50","Higher in infected",1.02653908347876e-11,1.85127380279678,"DEG",0.893275105033356
"LOC126365918",NA,NA,NA,NA,"Functional candidate","PGRPLA","Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme.","GO:0000270,GO:0002376,GO:0003674,GO:0005488,GO:0005539,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006022,GO:0006026,GO:0006027,GO:0006807,GO:0006950,GO:0006952,GO:0006955,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009253,GO:0009605,GO:0009607,GO:0009617,GO:0016020,GO:0016021,GO:0030203,GO:0031224,GO:0031226,GO:0042834,GO:0043170,GO:0043207,GO:0044425,GO:0044459,GO:0044464,GO:0045087,GO:0050896,GO:0051704,GO:0051707,GO:0071704,GO:0071944,GO:0097367,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575","ko:K01446","-","Amidase_2","PGRPLA Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme. GO:0000270,GO:0002376,GO:0003674,GO:0005488,GO:0005539,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006022,GO:0006026,GO:0006027,GO:0006807,GO:0006950,GO:0006952,GO:0006955,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009253,GO:0009605,GO:0009607,GO:0009617,GO:0016020,GO:0016021,GO:0030203,GO:0031224,GO:0031226,GO:0042834,GO:0043170,GO:0043207,GO:0044425,GO:0044459,GO:0044464,GO:0045087,GO:0050896,GO:0051704,GO:0051707,GO:0071704,GO:0071944,GO:0097367,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575 ko:K01446 - Amidase_2","Immune-related",2,"33, 50","Higher in infected",1.04204430671606e-11,1.69762440267044,"DEG",0.536903955258854
"LOC126267162",NA,NA,NA,NA,"Functional candidate","PGRPLC","Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme.","-","ko:K01446","-","Amidase_2","PGRPLC Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme. - ko:K01446 - Amidase_2","Immune-related",3,"33, 50, 83","Higher in infected",1.97897194666594e-11,2.16750957544095,"DEG",1.08965523098969
"LOC126335468",NA,NA,NA,NA,"Functional candidate","-","Belongs to the serpin family","-","-","-","-","- Belongs to the serpin family - - - -","Immune-related",2,"33, 50","Higher in infected",1.03344884194171e-10,3.61284302740946,"DEG",1.12575040167033
"LOC126266760",NA,NA,NA,NA,"Functional candidate","-","N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process","-","ko:K01446","-","Amidase_2","- N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process - ko:K01446 - Amidase_2","Immune-related",3,"33, 50, 83","Higher in infected",1.0561295582847e-10,2.62521468883915,"DEG",0.862426465783104
"LOC126271991",NA,NA,NA,NA,"Functional candidate","-","It is involved in the biological process described with","GO:0000003,GO:0001667,GO:0002064,GO:0002065,GO:0002066,GO:0003006,GO:0003674,GO:0005488,GO:0005515,GO:0005543,GO:0005575,GO:0006928,GO:0007276,GO:0007281,GO:0007292,GO:0007297,GO:0007298,GO:0008150,GO:0008289,GO:0008354,GO:0009888,GO:0009987,GO:0010631,GO:0016043,GO:0016477,GO:0017124,GO:0019904,GO:0019953,GO:0022412,GO:0022414,GO:0022607,GO:0030030,GO:0030031,GO:0030100,GO:0030154,GO:0030707,GO:0030855,GO:0032501,GO:0032502,GO:0032504,GO:0032879,GO:0032991,GO:0040011,GO:0042802,GO:0042803,GO:0043167,GO:0043168,GO:0044085,GO:0044703,GO:0045806,GO:0046847,GO:0046983,GO:0048259,GO:0048261,GO:0048468,GO:0048477,GO:0048519,GO:0048523,GO:0048609,GO:0048856,GO:0048869,GO:0048870,GO:0050789,GO:0050794,GO:0051049,GO:0051051,GO:0051128,GO:0051129,GO:0051179,GO:0051674,GO:0051704,GO:0060429,GO:0060627,GO:0065007,GO:0071840,GO:0090130,GO:0090132,GO:0120031,GO:0120036","ko:K20128","-","IMD","- It is involved in the biological process described with GO:0000003,GO:0001667,GO:0002064,GO:0002065,GO:0002066,GO:0003006,GO:0003674,GO:0005488,GO:0005515,GO:0005543,GO:0005575,GO:0006928,GO:0007276,GO:0007281,GO:0007292,GO:0007297,GO:0007298,GO:0008150,GO:0008289,GO:0008354,GO:0009888,GO:0009987,GO:0010631,GO:0016043,GO:0016477,GO:0017124,GO:0019904,GO:0019953,GO:0022412,GO:0022414,GO:0022607,GO:0030030,GO:0030031,GO:0030100,GO:0030154,GO:0030707,GO:0030855,GO:0032501,GO:0032502,GO:0032504,GO:0032879,GO:0032991,GO:0040011,GO:0042802,GO:0042803,GO:0043167,GO:0043168,GO:0044085,GO:0044703,GO:0045806,GO:0046847,GO:0046983,GO:0048259,GO:0048261,GO:0048468,GO:0048477,GO:0048519,GO:0048523,GO:0048609,GO:0048856,GO:0048869,GO:0048870,GO:0050789,GO:0050794,GO:0051049,GO:0051051,GO:0051128,GO:0051129,GO:0051179,GO:0051674,GO:0051704,GO:0060429,GO:0060627,GO:0065007,GO:0071840,GO:0090130,GO:0090132,GO:0120031,GO:0120036 ko:K20128 - IMD","Immune-related",1,"50","Higher in infected",2.17431881616026e-10,1.03333219043175,"DEG",0.351897360232247
"LOC126278177",NA,NA,NA,NA,"Functional candidate","-","polypeptide N-acetylgalactosaminyltransferase","GO:0003674,GO:0003824,GO:0004653,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0005795,GO:0005975,GO:0008150,GO:0008152,GO:0008194,GO:0008376,GO:0009058,GO:0009311,GO:0009312,GO:0012505,GO:0016051,GO:0016740,GO:0016757,GO:0016758,GO:0031984,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044238,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0071704,GO:0098791,GO:0140096,GO:1901576","ko:K00710","ko00512,ko01100,map00512,map01100","Glycos_transf_2,Ricin_B_lectin","- polypeptide N-acetylgalactosaminyltransferase GO:0003674,GO:0003824,GO:0004653,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0005795,GO:0005975,GO:0008150,GO:0008152,GO:0008194,GO:0008376,GO:0009058,GO:0009311,GO:0009312,GO:0012505,GO:0016051,GO:0016740,GO:0016757,GO:0016758,GO:0031984,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044238,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0071704,GO:0098791,GO:0140096,GO:1901576 ko:K00710 ko00512,ko01100,map00512,map01100 Glycos_transf_2,Ricin_B_lectin","Immune-related",3,"33, 50, 83","Higher in infected",2.86985408147531e-10,1.69036964106496,"DEG",0.687183044754933
"LOC126336325","83","Higher in infected",6.91111390582978e-10,6.82321501938465,"Top DEG","-","Knottins","GO:0005575,GO:0005576","ko:K20668","ko04624,map04624","Defensin_2","- Knottins GO:0005575,GO:0005576 ko:K20668 ko04624,map04624 Defensin_2","Immune-related",3,"33, 50, 83","Higher in infected",5.12863416392867e-10,6.82321501938465,"DEG",NA
"LOC126336416",NA,NA,NA,NA,"Functional candidate","-","Hemocyanin, all-alpha domain","-","-","-","-","- Hemocyanin, all-alpha domain - - - -","Storage/lipid transport",3,"33, 50, 83","Higher in infected",5.1289462734174e-14,2.37172728965652,"DEG",1.38841004263859
"LOC126299332",NA,NA,NA,NA,"Functional candidate","-","Lipid transporter activity. It is involved in the biological process described with lipid transport","GO:0003674,GO:0005102,GO:0005215,GO:0005319,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005615,GO:0005623,GO:0005886,GO:0006810,GO:0006869,GO:0008150,GO:0010876,GO:0015850,GO:0015918,GO:0016020,GO:0032368,GO:0032370,GO:0032879,GO:0033036,GO:0034196,GO:0044421,GO:0044464,GO:0045178,GO:0048518,GO:0050789,GO:0051049,GO:0051050,GO:0051179,GO:0051234,GO:0065007,GO:0070325,GO:0071702,GO:0071944,GO:1905952,GO:1905954","-","-","DUF1081,DUF1943,VWD,Vitellogenin_N","- Lipid transporter activity. It is involved in the biological process described with lipid transport GO:0003674,GO:0005102,GO:0005215,GO:0005319,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005615,GO:0005623,GO:0005886,GO:0006810,GO:0006869,GO:0008150,GO:0010876,GO:0015850,GO:0015918,GO:0016020,GO:0032368,GO:0032370,GO:0032879,GO:0033036,GO:0034196,GO:0044421,GO:0044464,GO:0045178,GO:0048518,GO:0050789,GO:0051049,GO:0051050,GO:0051179,GO:0051234,GO:0065007,GO:0070325,GO:0071702,GO:0071944,GO:1905952,GO:1905954 - - DUF1081,DUF1943,VWD,Vitellogenin_N","Storage/lipid transport",3,"33, 50, 83","Higher in infected",6.98469805854983e-10,1.67209601731088,"DEG",0.769609895653187
"LOC126336409",NA,NA,NA,NA,"Functional candidate","-","Hemocyanin, all-alpha domain","-","-","-","-","- Hemocyanin, all-alpha domain - - - -","Storage/lipid transport",1,"33","Higher in control",5.63729657259322e-05,2.51740296336792,"DEG",1.09975166418521
"LOC126336415",NA,NA,NA,NA,"Functional candidate","-","Hemocyanin, all-alpha domain","-","-","-","-","- Hemocyanin, all-alpha domain - - - -","Storage/lipid transport",2,"50, 83","Higher in infected",0.000268172067181146,2.31904952128829,"DEG",1.69951347261159
"LOC126298412",NA,NA,NA,NA,"Functional candidate","-","Lipid transporter activity. It is involved in the biological process described with lipid transport","GO:0002009,GO:0002165,GO:0003002,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005615,GO:0006355,GO:0006357,GO:0007275,GO:0007389,GO:0007444,GO:0007472,GO:0007474,GO:0007476,GO:0007552,GO:0007560,GO:0008150,GO:0009653,GO:0009791,GO:0009886,GO:0009887,GO:0009888,GO:0009889,GO:0009966,GO:0009967,GO:0010468,GO:0010556,GO:0010646,GO:0010647,GO:0019219,GO:0019222,GO:0019955,GO:0023051,GO:0023056,GO:0030510,GO:0030513,GO:0031323,GO:0031326,GO:0032501,GO:0032502,GO:0035107,GO:0035114,GO:0035120,GO:0035220,GO:0035239,GO:0035295,GO:0036122,GO:0043167,GO:0043168,GO:0043394,GO:0043395,GO:0044421,GO:0048513,GO:0048518,GO:0048522,GO:0048563,GO:0048569,GO:0048583,GO:0048584,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048856,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0060429,GO:0060562,GO:0065007,GO:0080090,GO:0090092,GO:0090100,GO:0090287,GO:0097367,GO:1901681,GO:1903506,GO:2000112,GO:2001141","ko:K13211","-","DUF1943,Vitellogenin_N","- Lipid transporter activity. It is involved in the biological process described with lipid transport GO:0002009,GO:0002165,GO:0003002,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005615,GO:0006355,GO:0006357,GO:0007275,GO:0007389,GO:0007444,GO:0007472,GO:0007474,GO:0007476,GO:0007552,GO:0007560,GO:0008150,GO:0009653,GO:0009791,GO:0009886,GO:0009887,GO:0009888,GO:0009889,GO:0009966,GO:0009967,GO:0010468,GO:0010556,GO:0010646,GO:0010647,GO:0019219,GO:0019222,GO:0019955,GO:0023051,GO:0023056,GO:0030510,GO:0030513,GO:0031323,GO:0031326,GO:0032501,GO:0032502,GO:0035107,GO:0035114,GO:0035120,GO:0035220,GO:0035239,GO:0035295,GO:0036122,GO:0043167,GO:0043168,GO:0043394,GO:0043395,GO:0044421,GO:0048513,GO:0048518,GO:0048522,GO:0048563,GO:0048569,GO:0048583,GO:0048584,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048856,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0060429,GO:0060562,GO:0065007,GO:0080090,GO:0090092,GO:0090100,GO:0090287,GO:0097367,GO:1901681,GO:1903506,GO:2000112,GO:2001141 ko:K13211 - DUF1943,Vitellogenin_N","Storage/lipid transport",1,"50","Higher in control",0.00713571288561512,1.86005864049506,"DEG",2.08592803731857
"LOC126335724",NA,NA,NA,NA,"Functional candidate","-","Hemocyanin, all-alpha domain","-","-","-","-","- Hemocyanin, all-alpha domain - - - -","Storage/lipid transport",2,"50, 83","Higher in control",0.0315781585010148,2.94661206311771,"DEG",3.25089607487491
"LOC126285457","33","Higher in infected",4.00422810326009e-14,3.03491806314302,"Top DEG","-","Catalyzes the reduction of fatty acyl-CoA to fatty alcohols","-","ko:K13356","ko00073,ko04146,ko04212,map00073,map04146,map04212","NAD_binding_4,Sterile","- Catalyzes the reduction of fatty acyl-CoA to fatty alcohols - ko:K13356 ko00073,ko04146,ko04212,map00073,map04146,map04212 NAD_binding_4,Sterile","Nutrition/metabolism",3,"33, 50, 83","Higher in infected",5.29621159572124e-38,3.09458876120388,"DEG",NA
"LOC126355939",NA,NA,NA,NA,"Functional candidate","-","amino acid transporter","GO:0003333,GO:0003674,GO:0005215,GO:0005342,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0006810,GO:0006811,GO:0006820,GO:0006865,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015318,GO:0015711,GO:0015849,GO:0016020,GO:0022857,GO:0031090,GO:0034220,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0046942,GO:0046943,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0098588,GO:0098656,GO:0098805,GO:1903825,GO:1905039","ko:K14209","ko04138,map04138","Aa_trans","- amino acid transporter GO:0003333,GO:0003674,GO:0005215,GO:0005342,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0006810,GO:0006811,GO:0006820,GO:0006865,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015318,GO:0015711,GO:0015849,GO:0016020,GO:0022857,GO:0031090,GO:0034220,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0046942,GO:0046943,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0098588,GO:0098656,GO:0098805,GO:1903825,GO:1905039 ko:K14209 ko04138,map04138 Aa_trans","Nutrition/metabolism",3,"33, 50, 83","Higher in infected",5.39025599842712e-21,6.4078238328895,"DEG",6.49361054587596
"LOC126278149","33","Higher in control",1.47741792755929e-19,-1.64768858579475,"Top DEG","-","Carboxylic ester hydrolase activity","GO:0003674,GO:0003824,GO:0006629,GO:0008150,GO:0008152,GO:0009056,GO:0016042,GO:0016298,GO:0016787,GO:0016788,GO:0044238,GO:0071704,GO:1901575","-","-","Lipase","- Carboxylic ester hydrolase activity GO:0003674,GO:0003824,GO:0006629,GO:0008150,GO:0008152,GO:0009056,GO:0016042,GO:0016298,GO:0016787,GO:0016788,GO:0044238,GO:0071704,GO:1901575 - - Lipase","Nutrition/metabolism",2,"33, 50","Higher in control",1.47741792755929e-19,1.64768858579475,"DEG",NA
"LOC126355303",NA,NA,NA,NA,"Functional candidate","-","Transporter activity. It is involved in the biological process described with transmembrane transport","GO:0003674,GO:0005215,GO:0005351,GO:0005355,GO:0005402,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008324,GO:0008643,GO:0008645,GO:0015075,GO:0015077,GO:0015078,GO:0015144,GO:0015145,GO:0015149,GO:0015291,GO:0015293,GO:0015294,GO:0015295,GO:0015318,GO:0015672,GO:0015749,GO:0022804,GO:0022857,GO:0022890,GO:0034219,GO:0034220,GO:0046323,GO:0051119,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0098655,GO:0098660,GO:0098662,GO:1902600,GO:1904659","ko:K08145","-","Sugar_tr","- Transporter activity. It is involved in the biological process described with transmembrane transport GO:0003674,GO:0005215,GO:0005351,GO:0005355,GO:0005402,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008324,GO:0008643,GO:0008645,GO:0015075,GO:0015077,GO:0015078,GO:0015144,GO:0015145,GO:0015149,GO:0015291,GO:0015293,GO:0015294,GO:0015295,GO:0015318,GO:0015672,GO:0015749,GO:0022804,GO:0022857,GO:0022890,GO:0034219,GO:0034220,GO:0046323,GO:0051119,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0098655,GO:0098660,GO:0098662,GO:1902600,GO:1904659 ko:K08145 - Sugar_tr","Nutrition/metabolism",3,"33, 50, 83","Higher in infected",2.15567205963744e-19,3.65849241571219,"DEG",1.47388923995114
"LOC126299559",NA,NA,NA,NA,"Functional candidate","-","Transmembrane transporter activity. It is involved in the biological process described with transmembrane transport","-","-","-","-","- Transmembrane transporter activity. It is involved in the biological process described with transmembrane transport - - - -","Nutrition/metabolism",3,"33, 50, 83","Higher in infected",2.30042084782923e-19,2.81411831157065,"DEG",2.15633564404399
"LOC126278707",NA,NA,NA,NA,"Functional candidate","-","Trypsin","-","-","-","Trypsin","- Trypsin - - - Trypsin","Nutrition/metabolism",3,"33, 50, 83","Higher in infected",9.98618143871228e-18,3.86668507958078,"DEG",2.5848759446558
"LOC126335114",NA,NA,NA,NA,"Functional candidate","-","Belongs to the type-B carboxylesterase lipase family","-","-","-","COesterase","- Belongs to the type-B carboxylesterase lipase family - - - COesterase","Nutrition/metabolism",3,"33, 50, 83","Higher in infected",3.24078242465005e-17,4.2096002833877,"DEG",4.32613333520529
"LOC126354995","83","Higher in infected",2.28004642738435e-09,6.82604018354161,"Top DEG","-","carboxy-lyase activity. It is involved in the biological process described with carboxylic acid metabolic process","GO:0001505,GO:0003674,GO:0003824,GO:0004068,GO:0006082,GO:0006139,GO:0006206,GO:0006208,GO:0006212,GO:0006520,GO:0006725,GO:0006807,GO:0007610,GO:0007632,GO:0008150,GO:0008152,GO:0008652,GO:0009056,GO:0009058,GO:0009112,GO:0009314,GO:0009416,GO:0009628,GO:0009987,GO:0016053,GO:0016829,GO:0016830,GO:0016831,GO:0017144,GO:0019482,GO:0019483,GO:0019752,GO:0019860,GO:0032501,GO:0034641,GO:0042133,GO:0042136,GO:0042737,GO:0043436,GO:0043473,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044281,GO:0044283,GO:0046113,GO:0046394,GO:0046483,GO:0046700,GO:0048066,GO:0050896,GO:0055086,GO:0065007,GO:0065008,GO:0071704,GO:0072527,GO:0072529,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576","ko:K01580","ko00250,ko00410,ko00430,ko00650,ko01100,ko01110,ko01120,ko02024,ko04727,ko04940,map00250,map00410,map00430,map00650,map01100,map01110,map01120,map02024,map04727,map04940","Pyridoxal_deC","- carboxy-lyase activity. It is involved in the biological process described with carboxylic acid metabolic process GO:0001505,GO:0003674,GO:0003824,GO:0004068,GO:0006082,GO:0006139,GO:0006206,GO:0006208,GO:0006212,GO:0006520,GO:0006725,GO:0006807,GO:0007610,GO:0007632,GO:0008150,GO:0008152,GO:0008652,GO:0009056,GO:0009058,GO:0009112,GO:0009314,GO:0009416,GO:0009628,GO:0009987,GO:0016053,GO:0016829,GO:0016830,GO:0016831,GO:0017144,GO:0019482,GO:0019483,GO:0019752,GO:0019860,GO:0032501,GO:0034641,GO:0042133,GO:0042136,GO:0042737,GO:0043436,GO:0043473,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044281,GO:0044283,GO:0046113,GO:0046394,GO:0046483,GO:0046700,GO:0048066,GO:0050896,GO:0055086,GO:0065007,GO:0065008,GO:0071704,GO:0072527,GO:0072529,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576 ko:K01580 ko00250,ko00410,ko00430,ko00650,ko01100,ko01110,ko01120,ko02024,ko04727,ko04940,map00250,map00410,map00430,map00650,map01100,map01110,map01120,map02024,map04727,map04940 Pyridoxal_deC","Nutrition/metabolism",3,"33, 50, 83","Higher in infected",1.12128651530154e-16,6.82604018354161,"DEG",NA
"LOC126282181","33","Higher in infected",1.13003689194083e-15,5.62975259812254,"Top DEG","-","Belongs to the type-B carboxylesterase lipase family","GO:0003674,GO:0003824,GO:0016787,GO:0016788,GO:0052689","ko:K01063","ko00981,map00981","COesterase","- Belongs to the type-B carboxylesterase lipase family GO:0003674,GO:0003824,GO:0016787,GO:0016788,GO:0052689 ko:K01063 ko00981,map00981 COesterase","Nutrition/metabolism",3,"33, 50, 83","Higher in infected",1.13003689194083e-15,5.62975259812254,"DEG",NA
"LOC126354579","83","Higher in infected",2.12167303749083e-10,3.72141461736751,"Top DEG","-","Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family","-","ko:K08145","-","Sugar_tr","- Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family - ko:K08145 - Sugar_tr","Nutrition/metabolism",3,"33, 50, 83","Higher in infected",1.74599042834428e-15,3.72141461736751,"DEG",NA
"LOC126356204",NA,NA,NA,NA,"Functional candidate","-","catalytic activity. It is involved in the biological process described with metabolic process","GO:0001505,GO:0001692,GO:0003674,GO:0003824,GO:0003833,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006518,GO:0006520,GO:0006570,GO:0006576,GO:0006582,GO:0006583,GO:0006584,GO:0006629,GO:0006631,GO:0006633,GO:0006725,GO:0006807,GO:0007275,GO:0007564,GO:0007591,GO:0007593,GO:0007610,GO:0007622,GO:0007623,GO:0007626,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009072,GO:0009308,GO:0009712,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0015645,GO:0016053,GO:0016874,GO:0016877,GO:0016878,GO:0017144,GO:0018958,GO:0019184,GO:0019222,GO:0019438,GO:0019748,GO:0019752,GO:0021700,GO:0022404,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032501,GO:0032502,GO:0032787,GO:0034641,GO:0042133,GO:0042303,GO:0042335,GO:0042417,GO:0042438,GO:0042440,GO:0043038,GO:0043041,GO:0043042,GO:0043043,GO:0043436,GO:0043455,GO:0043473,GO:0043603,GO:0043604,GO:0044106,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0044550,GO:0045475,GO:0046148,GO:0046189,GO:0046394,GO:0046483,GO:0048021,GO:0048022,GO:0048066,GO:0048067,GO:0048070,GO:0048079,GO:0048082,GO:0048085,GO:0048511,GO:0048512,GO:0048519,GO:0048523,GO:0048856,GO:0050789,GO:0050793,GO:0050794,GO:0051239,GO:0052803,GO:0065007,GO:0065008,GO:0071704,GO:0072330,GO:0097164,GO:1900376,GO:1900377,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901615,GO:1901617,GO:2000026","-","-","AMP-binding,AMP-binding_C,PP-binding","- catalytic activity. It is involved in the biological process described with metabolic process GO:0001505,GO:0001692,GO:0003674,GO:0003824,GO:0003833,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006518,GO:0006520,GO:0006570,GO:0006576,GO:0006582,GO:0006583,GO:0006584,GO:0006629,GO:0006631,GO:0006633,GO:0006725,GO:0006807,GO:0007275,GO:0007564,GO:0007591,GO:0007593,GO:0007610,GO:0007622,GO:0007623,GO:0007626,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009072,GO:0009308,GO:0009712,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0015645,GO:0016053,GO:0016874,GO:0016877,GO:0016878,GO:0017144,GO:0018958,GO:0019184,GO:0019222,GO:0019438,GO:0019748,GO:0019752,GO:0021700,GO:0022404,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032501,GO:0032502,GO:0032787,GO:0034641,GO:0042133,GO:0042303,GO:0042335,GO:0042417,GO:0042438,GO:0042440,GO:0043038,GO:0043041,GO:0043042,GO:0043043,GO:0043436,GO:0043455,GO:0043473,GO:0043603,GO:0043604,GO:0044106,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0044550,GO:0045475,GO:0046148,GO:0046189,GO:0046394,GO:0046483,GO:0048021,GO:0048022,GO:0048066,GO:0048067,GO:0048070,GO:0048079,GO:0048082,GO:0048085,GO:0048511,GO:0048512,GO:0048519,GO:0048523,GO:0048856,GO:0050789,GO:0050793,GO:0050794,GO:0051239,GO:0052803,GO:0065007,GO:0065008,GO:0071704,GO:0072330,GO:0097164,GO:1900376,GO:1900377,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901615,GO:1901617,GO:2000026 - - AMP-binding,AMP-binding_C,PP-binding","Nutrition/metabolism",3,"33, 50, 83","Higher in infected",1.74599042834428e-15,3.32767346251497,"DEG",1.78373760856076
"LOC126335115",NA,NA,NA,NA,"Functional candidate","-","Belongs to the type-B carboxylesterase lipase family","-","-","-","COesterase","- Belongs to the type-B carboxylesterase lipase family - - - COesterase","Nutrition/metabolism",3,"33, 50, 83","Higher in infected",2.60614567564145e-15,6.25637867077446,"DEG",4.94413238353355
